title,start_year,end_year,genre,summary_tvmaze,summary_imdb,rating_tvmaze,rating_imdb,votes,run_time,language,actors,status
The Comedy Lineup,2018,2018,Comedy,A diverse group of up-and-coming comedians perform 15-minute sets in this stand-up comedy showcase series.,Substantial laughs. Bite-sized specials. Spend an evening with the next generation of stand-up comedy stars.,,5.9,407,15,English,"Aisling Bea, Michelle Buteau, J.R. De Guzman, Tim Dillon",Ended
Bee & Puppycat: Lazy in Space,2013,,Animation,,The second season of beloved web series Bee and PuppyCat after a nearly five near break. The season picks back up the cheerful 22-year old Bee and intergalactic space warrior for a set of adventures.,,8.6,29,,,Allyn Rachel,Running
A Taiwanese Tale of Two Cities,2018,2019,Drama,"A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.","A Taipei doctor and a San Francisco engineer swap homes in a daring pact, embarking on journeys filled with trials, secrets and unexpected encounters.",,6.5,150,90,Chinese,"Tammy Chen, Peggy Tseng, Sheng-hao Wen, Shao-Hua Lung",Ended
Dinotrux Supercharged,2017,2018,"Animation, Short, Action","Amped up with powers that make them faster, stronger and more agile than ever, the Dinotrux are back to face new challenges and meet new friends.",In this new season of dinotrux Ty and the others meet new friends as well as face new challenges both normal and supercharged.,,7.2,80,24,English,"Ashleigh Ball, Richard Ian Cox, Brian Drummond, Andrew Francis",Ended
The Houseboat,2021,2021,Documentary,"With plenty of passion and little know-how, two musicians undertake a daunting project: turn a late singer's houseboat into a creative musical space.","When celebrities Olli Schulz and Fynn Kliemann decided to buy and repurpose the old houseboat in which the German musician Gunter Gabriel lived up to his death, they didn't know for how much they signed up for.",,7.2,1027,36,German,"Fynn Kliemann, Olli Schulz",Ended
Exatlon Challenge,2020,,"Game-Show, Reality-TV, Sport",Orkun Işıtmak hosts an epic sports challenge pitting Turkey's influencers against each other. Who will party — and who will be punished?,Orkun Isitmak hosts an epic sports challenge pitting Turkey's influencers against each other. Who will party - and who will be punished?,,3.8,505,46,Turkish,"Dilan Ay, Dilara Aydin, Uras Benlioglu, Öykü Berkan",To Be Determined
Chef's Table: France,2016,2016,Documentary,"On Chef's Table: France, sample the bold new flavors of France with chefs who are pushing the boundaries of fine dining and reinventing a rich culinary tradition.","Chef's Table, French edition, goes inside the lives and kitchens of some of the world's most renowned French chefs. Each episode focuses on a single chef and their unique look at their ...",,8.3,1637,46,French,"Alexandre Couillon, Alain Passard",Ended
Daughters of Destiny,2017,2017,Documentary,Five girls from India's most impoverished families attend a boarding school designed to create opportunities as they strive for a brighter future.,Oscar-winning filmmaker Vanessa Roth follows a group of rural India's most disadvantaged children over the course of seven years.,,8.6,822,60,English,"Shilpa Anthony Raj, Abraham George, Ajit George, Mariam George",Ended
CAT. 8,2013,2013,"Action, Adventure, Drama","A research program abandoned by the best solar physicist when the Pentagon wanted to put it to military use has been resumed by his former deputy. Her incompetence and the Defense secretary's haste cause it to be tested too soon, stirring unprecedented solar flares, ultimately a plasma causing disasters on all continents. Only the genius can think of a way out, only to be victimized by the secretary, who needs to cover up. Even when it turns out the earth's core has stopped spinning, spelling an unimaginable seismic apocalypse, the genius must still evade special forces to stay free and save the world again.","An untested global defence system triggers a swarm of devastating solar flares, resulting in catastrophic earthquakes and ferocious magnetic storms; an unprecedented CAT. 8 Armageddon. Can we stop the annihilation of the human race?",,4.4,1220,120,English,"Matthew Modine, Maxim Roy, Ted Whittall, Trevor Hayes",Ended
The 43,2019,2019,Documentary,This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.,This docuseries disputes the Mexican government's account of how and why 43 students from Ayotzinapa Rural Teachers' College vanished in Iguala in 2014.,,7.2,99,66,Spanish,Paco Ignacio Taibo II,Ended
The Standups,2017,,Comedy,"Comedy's freshest voices take the stage in LA for half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.","Comedy's freshest voices take the stage in LA for six half-hour specials packed with sly jokes, hilarious anecdotes and awkward confessions.",6.0,6.7,1017,30,English,"Dan Soder, Beth Stelling, Nate Bargatze, Deon Cole",To Be Determined
Gungmin Yeoreobun,2019,,Comedy,,"Yang Jung Kook is a veteran conman, but he has never been arrested. One day, his girlfriend suddenly runs off with the money they were going to use for their marriage. Yang Jung Kook is ...",,7.0,167,,,"Si Won Choi, Im Ji-Hyun, Min-Jung Kim, Yoo-Young Lee",Running
Broken,2019,,Documentary,,"Influencer hype and marketing create conditions where counterfeit makeup thrives, teens become addicted to vaping, disposable furniture kills, and corporations use of single use plastics are the stories told in this 4 part series.",,6.9,959,,,"Jenise Morgan, Bella Carroll, Lexy Lebsack, Janet McGee",Running
A Martfüi Rém - A Sorozat,2020,2020,"Crime, Drama, Mystery","In 1960s socialist Hungary, a serial killer targeting young women torments a small town and the determined detective on his trail. Based on true events.","In 1960s socialist Hungary, a serial killer targeting young women torments a small town and the determined detective on his trail. Based on true events.",,7.6,222,45,Hungarian,"Zsolt Anger, Mónika Balsai, Péter Bárnai, Károly Hajduk",Ended
Pet Stars,2021,,"Family, Reality-TV",Follow talent management company Pets on Q as they work with the biggest animal influencers on social media.,Follow talent management company Pets on Q as they work with the biggest animal influencers on social media in this reality series.,,5.8,94,27,English,"Melissa May Curtis, Colleen Wilson, Shai Lighter, Dane Andrew",To Be Determined
Casi Feliz,2020,,Comedy,"Casi Feliz follows the story of Sebastian, a comedian and radio presenter, who faces a series of problems with his current adult life. He is in a difficult relationship with his ex-wife, where he, though separated, is still in love with her. The series follows his journey as he tries to find a way through his life, struggling with daily problems, personal insecurities, and kids, thus seeking happiness which seems to elude him in his ""almost perfect"" life.","Sebastián is a radio show host of modest fame, trying to find a way in the world as he deals with his ex-wife (whom he still loves) and two kids.",,6.8,626,24,Spanish,"Sebastián Wainraich, Natalie Pérez, Santiago Korovsky, Lucas Wainraich",To Be Determined
Flinch,2019,2019,Game-Show,"Harrowing and hilarious tests await the brave and foolhardy, as well as the judges, in this comedy game show. If they flinch, they feel the pain.","Faced with various frightening and uncomfortable events, contestants in this game show had better not flinch - or they'll suffer painful consequences.",,4.3,662,25,English,"Seann Walsh, Lloyd Griffith, Desiree Burch, John McGinn",Ended
First and Last,2018,,Documentary,,Cameras enter Georgia's Gwinnett County Jail to document the first days of its newest inmates and the final days of those about to be released.,,6.7,370,40,,"Shantee G., Alex R., Velma S.",Running
The Wedding Coach,2021,,"Comedy, Reality-TV",Former bride and forever comedian Jamie Lee shares her irreverent yet practical tips and tricks for wedding planning with struggling lovebirds.,Former bride and forever comedian Jamie Lee shares her irreverent yet practical tips and tricks for wedding planning with struggling lovebirds.,,4.9,60,33,English,"Jamie Lee, Fortune Feimster, Jon Gabrus",To Be Determined
The Home Edit,2020,2022,Reality-TV,"Expert home organizers Clea and Joanna help celebrities and everyday clients edit, categorize and contain their clutter to create stunning spaces.",Follows master organizers Clea Shearer and Joanna Teplin as they dramatically transform the lives of their clients by conquering clutter with their signature style.,,4.8,180,42,English,"Clea Shearer, Joanna Teplin",Ended
Super Crooks,2021,2021,"Animation, Action, Adventure",Small-time crook Johnny Bolt recruits the ultimate crew for one last heist -- for real!,"In this anime adaptation, small-time crook Johnny Bolt recruits the ultimate crew for one last heist for real. From comic book legend, Mark Millar.",5.7,,,25,Japanese,,Ended
Amazing Interiors,2018,2018,Documentary,"Meet eccentric homeowners whose seemingly ordinary spaces are full of surprises, from a backyard roller coaster to an indoor aquarium.",Tours through houses with interesting and special interiors.,,6.7,723,26,English,"Wesley Cannon, Nicholas Laschkewitsch, Will Pemble, John Teall",Ended
Chichipatos,2020,,Comedy,An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.,An inept magician pulls off the trick of his life: accidentally disappearing a wanted criminal during a police raid. Now he's going to pay for that.,,4.4,166,29,Spanish,"Julián Cerati, Mariana Gómez, Júlio César Herrera, El Mindo",To Be Determined
Hello Ninja,2019,,"Animation, Action, Adventure","BFFs Wesley and Georgie and their silly cat sidekick Pretzel transform into ninjas and enter a magic world, where they solve problems and save the day.","When Wesley puts his hands together, bows to his reflection and says the words, ""Hello, Ninja"" his surroundings instantly transform into an enchanting Ninja world.",,6.6,98,13,English,"Lukas Engel, Mayumi Yoshida, Jay Britton, Zoey Siewert",To Be Determined
Alien TV,2020,2021,"Animation, Comedy, Family","Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.","Alien reporters Ixbee, Pixbee and Squee travel to a lovely but odd planet called Earth, where they attempt to make sense of humans and their hobbies.",,6.2,228,24,English,"John Cleland, Rupert Degas, Kyle Dooley, Julie Lemieux",Ended
Sugar Rush Christmas,2019,,Reality-TV,"It's everything you love about ""Sugar Rush"" -- with a holly jolly holiday twist -- in this Christmas-themed spin on competitive baking.","Four sets of bakers compete in Christmas themed baking challenges. First round is cupcakes, second round confections, and final round cakes. After each challenge one group is eliminated and the winner of the final challenge gets $10,000.",,6.9,473,51,English,"Hunter March, Candace Nelson, Adriano Zumbo, Meryl Davis",To Be Determined
