title,start_year,end_year,genre,rating,votes,plot_summary,run_time,gross,production_type,actors,director
Memorias de Idhún,2020,2021,"['Animation', 'Action', 'Adventure']",7.1,16,"The Resistance is in disarray as Jack looks for Alsan and Victoria vows to avenge a loss. But Kirtash, having lied to the necromancer, has other plans.",,,Series,"['Itzan Escamilla', 'Michelle Jenner', 'Nico Romero', 'Sergio Mur']",['Maite Ruiz de Austri']
Transformers: War for Cybertron,2020,2021,"['Animation', 'Action', 'Adventure']",6.6,53,Megatron's continued use of the Golden Disk to guide his actions threatens to derail Optimus Prime's attempt to obtain the Allspark.,26,,Series,"['Jason Marnocha', 'Jake Foushee', 'Justin Luther', 'Frank Todaro']","['Takashi Kamei', 'Kazuma Shimizu']"
Transformers: War for Cybertron,2020,2021,"['Animation', 'Action', 'Adventure']",7.5,123,"Believing the Allspark destroyed, Megatron plans to flee the dying planet - but at great cost. Elita's plan to free some prisoners hits a snag.",24,,Series,"['Jason Marnocha', 'Linsay Rousseau', 'Todd Haberkorn', 'Frank Todaro']","['Takashi Kamei', 'Koji']"
Transformers: War for Cybertron,2020,2021,"['Animation', 'Action', 'Adventure']",7.6,110,Optimus encounters an unexpected guide who shows him a possible future. Megatron meets an entity who tells him what he needs to take from Optimus.,24,,Series,"['Jason Marnocha', 'Jake Foushee', 'Sean Smith', 'Frank Todaro']","['Takashi Kamei', 'Koji']"
Transformers: War for Cybertron,2020,2021,"['Animation', 'Action', 'Adventure']",7.7,116,"Above the planet where the Allspark lies, the Autobots and Decepticons battle while Deseeus closes in to exact revenge upon them all.",24,,Series,"['Jason Marnocha', 'Jake Foushee', 'Joe Zieja', 'Frank Todaro']","['Takashi Kamei', 'Kazuma Shimizu']"
La casa de papel,2017,2021,"['Action', 'Crime', 'Mystery']",,,,,,Series,"['Úrsula Corberó', 'Miguel Ángel Silvestre', 'Jaime Lorente', 'Najwa Nimri']",
Sweet Tooth,2021,Ongoing,"['Action', 'Adventure', 'Drama']",8.2,1361,Gus follows a reluctant Big Man into the unknown. Dr. Singh discovers what it will cost to save Rani. Aimee finds a new beginning after the world ends.,50,,Series,"['Nonso Anozie', 'Christian Convery', 'Adeel Akhtar', 'Stefania LaVie Owen']",['Jim Mickle']
Sweet Tooth,2021,Ongoing,"['Action', 'Adventure', 'Drama']",8.0,1177,"Eager to send Gus on his way, Big Man figures out how to hide him in Plain Sight. The Singhs attend a neighborhood party that takes an ominous turn.",42,,Series,"['Nonso Anozie', 'Christian Convery', 'Adeel Akhtar', 'Stefania LaVie Owen']",['Alexis Ostrander']
Sweet Tooth,2021,Ongoing,"['Action', 'Adventure', 'Drama']",7.7,1160,Gus lands under the protection of some new friends as Big Man's past catches up to him. Dr. Singh fears a nosy neighbor will unearth Rani's secret.,43,,Series,"['Nonso Anozie', 'Christian Convery', 'Adeel Akhtar', 'Stefania LaVie Owen']",['Toa Fraser']
Sweet Tooth,2021,Ongoing,"['Action', 'Adventure', 'Drama']",7.8,1061,"Gus and Big Man pick up a travelling companion, who suggests a perilous shortcut. Aimee's sanctuary comes under threat. Time's running out for the Singhs.",40,,Series,"['Nonso Anozie', 'Christian Convery', 'Adeel Akhtar', 'Stefania LaVie Owen']",['Robyn Grace']
Sweet Tooth,2021,Ongoing,"['Action', 'Adventure', 'Drama']",7.9,1012,"In a moment of desperation, Dr. Singh makes a bold promise. A lost memento makes for a bumpy ride to Colorado. The Last Men close in on the Preserve.",42,,Series,"['Nonso Anozie', 'Christian Convery', 'Adeel Akhtar', 'Stefania LaVie Owen']",['Jim Mickle']
Sweet Tooth,2021,Ongoing,"['Action', 'Adventure', 'Drama']",8.5,1043,Gus's quest to find Birdie and uncover more about her connection to his father leaves him questioning everything he's ever known.,39,,Series,"['Nonso Anozie', 'Christian Convery', 'Adeel Akhtar', 'Stefania LaVie Owen']",['Toa Fraser']
Sweet Tooth,2021,Ongoing,"['Action', 'Adventure', 'Drama']",8.6,1197,"His world shaken, Gus runs off and makes a rash decision. Big Man comes to grips with long-ago mistakes. Aimee makes a last stand against General Abbot.",54,,Series,"['Nonso Anozie', 'Christian Convery', 'Adeel Akhtar', 'Stefania LaVie Owen']",['Jim Mickle']
Stranger Things,2016,Ongoing,"['Drama', 'Fantasy', 'Horror']",,,,,,Series,"['Sherman Augustus', 'Millie Bobby Brown', 'Cara Buono', 'Jamie Campbell Bower']",
High Score,2020,,"['Documentary', 'History']",7.5,567,"Space Invaders and Pac-Man lead an arcade craze, while Atari's cartridge system dominates home gaming until high-profile failure sparks a downfall.",46,,,"['Charles Martinet', 'Tomohiro Nishikado', 'Rebecca Ann Heineman', 'Doug Macrae']","['William Acks', 'France Costrel', 'Sam LaCroix']"
The Cuphead Show!,2021,Ongoing,"['Animation', 'Action', 'Adventure']",,,"The 2 brothers, Cuphead and Mugman, stumble into some sort of carnival. What they don't know is that it's a trick from the Devil.",,,Series,"['Tru Valentino', 'Frank Todaro', 'Luke Millington-Drake', 'Joe Hanna']",
The Rain,2018,2020,"['Drama', 'Sci-Fi', 'Thriller']",6.7,312,Simone refuses to leave unless Daniel gives her the flower extract. Sten wants to test Fie's theory and threatens Rasmus to ensure his cooperation.,,,Series,"['Alba August', 'Lucas Lynggaard Tønnesen', 'Mikkel Boe Følsgaard', 'Lukas Løkken']",['Kaspar Munk']
The Rain,2018,2020,"['Drama', 'Sci-Fi', 'Thriller']",6.4,313,"Simone's group approaches a camp of young survivors. Rasmus's thirst for power spirals out of control, and Martin leaves Apollon to search for Simone.",,,Series,"['Alba August', 'Lucas Lynggaard Tønnesen', 'Mikkel Boe Følsgaard', 'Lukas Løkken']",['Kaspar Munk']
The Rain,2018,2020,"['Drama', 'Sci-Fi', 'Thriller']",6.2,374,"A surprising revelation sparks new hope. Simone and the others must ready themselves for a dangerous confrontation with Rasmus. As Ramus closes in, Simone must make a difficult choice.",,,Series,"['Alba August', 'Lucas Lynggaard Tønnesen', 'Mikkel Boe Følsgaard', 'Lukas Løkken']",['Kasper Gaardsøe']
The Rain,2018,2020,"['Drama', 'Sci-Fi', 'Thriller']",6.7,310,"As Rasmus grows weaker, a worried Sarah asks Fie for help. Reunite, Martin and Simone begin the long trek back to Apollon.",47,,Series,"['Alba August', 'Lucas Lynggaard Tønnesen', 'Mikkel Boe Følsgaard', 'Lukas Løkken']",['Kasper Gaardsøe']
Tiny Creatures,2020,Ongoing,"['Documentary', 'Short', 'Drama']",6.6,60,,25,,Series,"['Mark Amey', 'Mike Colter', 'Kyle Harper', 'Amelia Jones']",['Jonathan Jones']
Tiny Creatures,2020,Ongoing,"['Documentary', 'Short', 'Drama']",6.7,43,,24,,Series,,['Jonathan Jones']
Tiny Creatures,2020,Ongoing,"['Documentary', 'Short', 'Drama']",6.8,40,,25,,Series,,['Jonathan Jones']
Tiny Creatures,2020,Ongoing,"['Documentary', 'Short', 'Drama']",6.4,38,,25,,Series,['Jamila Wingett'],['Jonathan Jones']
Tiny Creatures,2020,Ongoing,"['Documentary', 'Short', 'Drama']",6.8,33,,25,,Series,,['Jonathan Jones']
Tiny Creatures,2020,Ongoing,"['Documentary', 'Short', 'Drama']",6.5,36,,25,,Series,,['Jonathan Jones']
Tiny Creatures,2020,Ongoing,"['Documentary', 'Short', 'Drama']",6.4,33,,24,,Series,['Jingjing Tian'],['Jonathan Jones']
Jaguar,,,"['Drama', 'History']",,,,,,,"['Blanca Suárez', 'Iván Marcos', 'Francesc Garrido', 'Adrián Lastra']",
El robo del siglo,2020,,"['Crime', 'Drama', 'Thriller']",7.4,90,The Crew and the money flee the red zone. Dona K arranges a safehouse. Chayo vows not to leave Molina again and finds him in a hospital. Dona K's escape plan falls through. The police have new leads. Chayo and Molina are arrested.,,,,"['Andrés Parra', 'Christian Tappan', 'Waldo Urrego', 'Marcela Benjumea']",
El robo del siglo,2020,,"['Crime', 'Drama', 'Thriller']",7.6,89,Dona K bribes Chayo and Molina's release. El Sardino transports the money to Bogota. The Crew celebrates with their cut of the money. The Government directs citizens to come forward with the uncirculated cash.,,,,"['Andrés Parra', 'Christian Tappan', 'Waldo Urrego', 'Marcela Benjumea']",
El robo del siglo,2020,,"['Crime', 'Drama', 'Thriller']",7.6,97,"The Crew loses those they love, as they fall, one by one. Sardino eludes capture to this day. An unknown amount of money, from the worlds biggest paper heist in history, remains unaccounted.",,,,"['Andrés Parra', 'Christian Tappan', 'Waldo Urrego', 'Marcela Benjumea']",
Anatomy of a Scandal,,,"['Drama', 'Thriller']",,,,,,,"['Ralph Davis', 'Michelle Dockery', 'Rupert Fawcett', 'Rupert Friend']",
High Score,2020,,"['Documentary', 'History']",7.7,497,"A Japanese playing card company called Nintendo enters gaming and hits it big with Donkey Kong, then later takes over home gaming with the NES.",43,,,"['Charles Martinet', 'Hirokazu Tanaka', 'Gail Tilden', 'Jeff Hansen']","['William Acks', 'France Costrel', 'Sam LaCroix', 'Melissa Wood']"
High Score,2020,,"['Documentary', 'History']",6.3,520,"Inspired by Dungeons and Dragons, adventure and role-playing computer games introduce unprecedented levels of choice and complexity to players.",40,,,"['Charles Martinet', 'Ken Williams', 'Roberta Williams', 'Richard Garriott']","['William Acks', 'France Costrel', 'Sam LaCroix']"
High Score,2020,,"['Documentary', 'History']",7.4,420,"Sega's Genesis console and its speedy character, Sonic, hit the market. Electronic Arts kicks off a partnership with football legend John Madden.",41,,,"['Charles Martinet', 'Tom Kalinske', 'Hirokazu Yasuhara', 'Naoto Ohshima']","['William Acks', 'France Costrel', 'Sam LaCroix']"
High Score,2020,,"['Documentary', 'History']",7.5,392,"Street Fighter and Mortal Kombat give rise to head-to-head fighting genre, but the increasing graphic violence in games brings controversy.",43,,,"['Charles Martinet', 'Akira Nishitani', 'Akira Yasuda', 'John Tobias']","['William Acks', 'France Costrel', 'Sam LaCroix']"
High Score,2020,,"['Documentary', 'History']",7.7,374,"Nintendo goes 3D with Star Fox. Wolfenstein 3D popularizes the first-person shooter format, while Doom ups the ante with networked gaming.",37,,,"['Charles Martinet', 'John Romero', 'Dylan Cuthbert', 'Giles Goddard']","['William Acks', 'France Costrel', 'Sam LaCroix']"
Glitch Techs,2020,Ongoing,"['Animation', 'Action', 'Adventure']",9.1,32,"Miko realizes that being a little weird can be awesome when she meets Ridley, a glitch modder with a mind-blowing lair filled with creative wonders.",,,Series,"['Ashly Burch', 'Zehra Fazal', 'Ricardo Hurtado', 'Scott Kreamer']",['Christofer Graham']
Glitch Techs,2020,Ongoing,"['Animation', 'Action', 'Adventure']",9.2,36,High Five seems unusually glum on a job at a game store to take care of a mysterious cube-shaped glitch from the first video game ever.,,,Series,"['Rachel Eggleston', 'Zehra Fazal', 'Tex Hammond', 'Ricardo Hurtado']",['Phil Allora']
Glitch Techs,2020,Ongoing,"['Animation', 'Action', 'Adventure']",9.0,29,High Five's childhood dreams come true when the pizza arcade brings back a retired birthday party robot. But it's the miserable opposite for Miko.,,,Series,"['Rachel Eggleston', 'Tex Hammond', 'Ricardo Hurtado', 'Scott Kreamer']",['Hyun Joo Song']
Glitch Techs,2020,Ongoing,"['Animation', 'Action', 'Adventure']",9.4,35,"Miko suspects that something is very, very wrong when Mitch suddenly starts acting nice. At a bizarre party, High Five sees that she might be right.",,,Series,"['Zehra Fazal', 'Ricardo Hurtado', 'Scott Kreamer', 'Dan Milano']",['Phil Allora']
Glitch Techs,2020,Ongoing,"['Animation', 'Action', 'Adventure']",9.3,35,Ridley resurfaces with a newfound desire to become a Glitch Tech. Miko and High Five are delighted - but they have no idea she's hiding something.,,,Series,"['Ashly Burch', 'Ricardo Hurtado', 'Scott Kreamer', 'Dan Milano']",['Christofer Graham']
Glitch Techs,2020,Ongoing,"['Animation', 'Action', 'Adventure']",7.5,42,"While gathered together to play a deduction game, the Glitch Techs begin to wonder if there's a glitch pretending to be human among them.",,,Series,"['Dee Bradley Baker', 'Ashly Burch', 'Adam Croasdell', 'Zehra Fazal']",['Hyun Joo Song']
Glitch Techs,2020,Ongoing,"['Animation', 'Action', 'Adventure']",8.4,36,High Five figures it's no big deal to break a rule while glitch hunting - until he inadvertently triggers a feud with Techs in the neighboring town.,,,Series,"['Felicia Day', 'Robin Atkin Downes', 'Afi Ekulona', 'Zehra Fazal']",['Christofer Graham']
Glitch Techs,2020,Ongoing,"['Animation', 'Action', 'Adventure']",8.5,32,Miko declares war when a new gamer in town beats her high scores at the arcade. But their showdown soon spirals out of control.,,,Series,"['Nathan Arenas', 'Robin Atkin Downes', 'Afi Ekulona', 'Vince Green']",['Christofer Graham']
Glitch Techs,2020,Ongoing,"['Animation', 'Action', 'Adventure']",9.1,37,"An alert at a house infamous for glitch-heavy activity sets Mitch on edge. When Miko and High Five get there, they learn why it's so personal to him.",,,Series,"['Zehra Fazal', 'Kirby Howell-Baptiste', 'Ricardo Hurtado', 'Bryton James']",['Hyun Joo Song']
Glitch Techs,2020,Ongoing,"['Animation', 'Action', 'Adventure']",9.1,37,"Phil threatens to replace the laggy BITT with a newer model. To save the bot, Miko and High Five poke around inside to fix him themselves.",,,Series,"['John DiMaggio', 'Ricardo Hurtado', 'Scott Kreamer', 'Amanda McCann']",['Christofer Graham']
You Don't Know Me,,,['Drama'],,,,,,,"['Samuel Adewunmi', 'Sophie Wilde', 'Atul Sharma', 'Roger Jean Nsengiyumva']",['Sarmad Masud']
You Don't Know Me,,,['Drama'],,,,,,,"['Samuel Adewunmi', 'Sophie Wilde', 'Roger Jean Nsengiyumva', 'Bukky Bakray']",['Sarmad Masud']
You Don't Know Me,,,['Drama'],,,,,,,"['Natalie Gavin', 'Samuel Adewunmi', 'Saskia Chana', 'Sophie Wilde']",['Sarmad Masud']
You Don't Know Me,,,['Drama'],,,,,,,"['Samuel Adewunmi', 'Saskia Chana', 'Sophie Wilde', 'Roger Jean Nsengiyumva']",['Sarmad Masud']
La Línea: La Sombra del Narco,2020,,"['Documentary', 'Crime']",7.3,24,"In La Línea, drug clans act with impunity. The town's police force and its mayor, Juan Franco, detail how their home became a smuggling hot spot.",30,,,['Juan Franco'],['Pepe Mora']
Unsolved Mysteries,2020,Ongoing,"['Documentary', 'Crime', 'Mystery']",6.8,439,"On an icy night, police find JoAnn Romain's abandoned car and assume she drowned in a nearby lake by suicide. But her family suspects foul play.",48,,Series,"['JoAnn Romain', 'Daniel Jensen', 'Michelle Romain', 'Kellie Romain']",['Skye Borgman']
Unsolved Mysteries,2020,Ongoing,"['Documentary', 'Crime', 'Mystery']",7.1,390,"In May and August 1989, two toddlers vanished from the same New York City park. A search turned up nothing - but their families haven't given up hope.",37,,Series,"['Mary Murphy', 'Rosa Glover', 'Ken Lindahl', 'Valdree Manley']",['Jessica Dimmock']
Get Organized with the Home Edit,2020,Ongoing,['Reality-TV'],5.4,48,Reese Witherspoon hires Clea and Joanna to help display some of her memorable movie and TV looks. The team revives a pediatrician's cluttered closet.,,,Series,"['Clea Shearer', 'Joanna Teplin', 'Reese Witherspoon']",
Criminal: UK,2019,Ongoing,"['Crime', 'Drama', 'Thriller']",7.7,1087,"Called in one by one on a Sunday, the team risks a legal entanglement when a routine interview with a convicted killer's wife takes a provocative turn.",48,,Series,"['Katherine Kelly', 'Lee Ingleby', 'Rochenda Sandall', 'Shubham Saraf']",['Jim Field Smith']
Challenger: The Final Flight,2020,,"['Documentary', 'History']",7.6,325,"The new Space Shuttle program captivates America and draws a diverse, determined crop of astronauts. But safety issues arise out of public view.",44,,,"['William Harwood', 'Richard Cook', 'June Scobee Rodgers', 'Robert L. Crippen']","['Daniel Junge', 'Steven Leckart']"
Criminal: UK,2019,Ongoing,"['Crime', 'Drama', 'Thriller']",9.1,1958,"With scarce evidence to guide them, the investigators question an arrogant businessman accused of rape by a woman who works for him.",46,,Series,"['Katherine Kelly', 'Lee Ingleby', 'Rochenda Sandall', 'Shubham Saraf']",['Jim Field Smith']
Criminal: UK,2019,Ongoing,"['Crime', 'Drama', 'Thriller']",8.2,937,"Asking increasingly pointed questions, the team tries to crack a zealous defence put forth by the head of an online group that unmasks sexual predators.",41,,Series,"['Katherine Kelly', 'Lee Ingleby', 'Rochenda Sandall', 'Shubham Saraf']",['Jim Field Smith']
Criminal: UK,2019,Ongoing,"['Crime', 'Drama', 'Thriller']",8.8,1039,"Confronted with a shrewd convicted killer wanting to cut a deal, the investigators gamble on calling in a disgraced former colleague to help.",47,,Series,"['Katherine Kelly', 'Lee Ingleby', 'Rochenda Sandall', 'Shubham Saraf']",['Jim Field Smith']
Sky Rojo,2021,Ongoing,"['Action', 'Adventure', 'Crime']",6.9,305,The trio hides out in a place that seems perfect - until it suddenly isn't. Coral gets shocking news. Romeo's men follow Coral's cellphone signal.,26,,Series,"['Verónica Sánchez', 'Miguel Ángel Silvestre', 'Asier Etxeandia', 'Lali Espósito']","['Eduardo Chapero-Jackson', 'Jesús Colmenar', 'Óscar Pedraza', 'Javier Quintas', 'David Victori']"
Sky Rojo,2021,Ongoing,"['Action', 'Adventure', 'Crime']",6.7,287,"Coral recalls past events that led to an unexpected affair. Gina confesses to being in a relationship with a man, whom she seeks out.",27,,Series,"['Verónica Sánchez', 'Miguel Ángel Silvestre', 'Asier Etxeandia', 'Lali Espósito']",
Sky Rojo,2021,Ongoing,"['Action', 'Adventure', 'Crime']",6.8,277,"When Moisés and Christian catch up to the trio and corner them, Coral decides to turn the tables on the brothers. Wendy's backstory is revealed.",25,,Series,"['Verónica Sánchez', 'Miguel Ángel Silvestre', 'Asier Etxeandia', 'Lali Espósito']","['Óscar Pedraza', 'Albert Pintó']"
Sky Rojo,2021,Ongoing,"['Action', 'Adventure', 'Crime']",6.5,260,"Christian and Moisés follow Wendy into a warehouse, where a surprise awaits. Coral admits she came to the club voluntarily, and explains why.",23,,Series,"['Verónica Sánchez', 'Miguel Ángel Silvestre', 'Asier Etxeandia', 'Lali Espósito']",['Óscar Pedraza']
Sky Rojo,2021,Ongoing,"['Action', 'Adventure', 'Crime']",6.7,261,"The trio make a discovery that complicates their plans to escape for good. In a flashback, Romeo asks Coral to work for him in another capacity.",25,,Series,"['Verónica Sánchez', 'Miguel Ángel Silvestre', 'Asier Etxeandia', 'Lali Espósito']",
